2018年 医 保 药 品 目 录,,,,,,,,,,
,,,,,,,,,,,
序号,医保项目编码,医保项目名称,统计类别,目录等级,医疗目录,工伤目录,生育目录,普通人员支付类型,特殊人群支付类型,居民支付类型
4574,N330203014_04,颈总动脉结扎术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4575,N330203015_00,颅内血管重建术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4576,N330204001_00,脊髓和神经根粘连松解术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4577,N330204002_00,脊髓空洞症内引流术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4578,N330204003_00,脊髓丘脑束切断术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4579,N330204004_00,脊髓栓系综合症手术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4580,N330204005_00,脊髓前连合切断术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4581,N330204005_01,选择性脊神经后根切断术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
4582,N330204006_01,椎管内脓肿切开引流术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4583,N330204006_02,硬膜下脓肿切开引流术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4584,N330204007_01,脊髓内病变切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4585,N330204007_02,脊髓内病变切除术--肿瘤长度超过5cm以上,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4586,N330204007_03,髓内肿瘤清除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4587,N330204007_04,髓内血肿清除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4588,N330204008_01,脊髓硬膜外病变切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4589,N330204008_02,硬脊膜外肿瘤切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4590,N330204008_03,硬脊膜外血肿切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4591,N330204008_04,硬脊膜外结核瘤切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4592,N330204008_05,硬脊膜外转移瘤切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4593,N330204008_06,硬脊膜外黄韧带增厚切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4594,N330204009_01,髓外硬脊膜下病变切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4595,N330204009_02,髓外硬脊膜下肿瘤(肿瘤长度超过5cm以上)切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4596,N330204009_03,硬脊膜下肿瘤切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4597,N330204009_04,硬脊膜下肿瘤(肿瘤长度超过5cm以上)切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4598,N330204009_05,硬脊膜下血肿清除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4599,N330204010_00,脊髓外露修补术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4600,N330204011_00,脊髓动静脉畸形切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4601,N330204012_00,脊髓蛛网膜下腔腹腔分流术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4602,N330204013_00,脊髓蛛网膜下腔输尿管分流术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4603,N330204014_00,选择性脊神经后根切断术(SPR),手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4604,N330204015_00,胸腰交感神经节切断术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4605,N330204016_00,经胸腔镜交感神经链切除术,治疗费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
4606,N330204017_00,腰骶部潜毛窦切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4607,N330204018_00,经皮穿刺骶神经囊肿治疗术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4608,N330204019_00,马尾神经吻合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4609,N330204020_00,脑脊液置换术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4610,N330204021_00,欧玛亚(Omaya)管置入术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4611,N330204022_00,嗅鞘细胞培养,治疗费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
4612,N330300001_00,垂体细胞移植术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4613,N330300002_00,甲状旁腺腺瘤切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4614,N330300003_00,甲状旁腺大部切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4615,N330300004_00,甲状旁腺移植术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4616,N330300005_00,甲状旁腺细胞移植术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4617,N330300006_00,甲状旁腺癌根治术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4618,N330300007_01,甲状腺穿刺活检术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4619,N330300007_02,甲状腺穿刺注射术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4620,N330300007_03,甲状腺穿刺抽液术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4621,N330300008_01,甲状腺部分切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4622,N330300008_02,甲状腺瘤切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4623,N330300008_03,甲状腺囊肿切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4624,N330300009_00,甲状腺次全切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4625,N330300010_00,甲状腺全切术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4626,N330300011_00,甲状腺癌根治术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4627,N330300012_00,甲状腺癌扩大根治术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4628,N330300013_00,甲状腺癌根治术联合胸骨劈开上纵隔清扫术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4629,N330300014_00,甲状腺细胞移植术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4630,N330300015_01,甲状舌管瘘切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4631,N330300015_02,甲状舌管囊肿切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4632,N330300016_00,胎儿甲状腺移植术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4633,N330300017_01,喉返神经探查术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4634,N330300017_02,喉返神经吻合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4635,N330300017_03,喉返神经移植术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4636,N330300018_01,胸腺切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4637,N330300018_02,经胸腔镜胸腺切除术,治疗费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
4638,N330300018_03,胸腺肿瘤切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4639,N330300018_04,经胸腔镜胸腺肿瘤切除术,治疗费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
4640,N330300018_05,胸腺扩大切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4641,N330300018_06,经胸腔镜胸腺扩大切除术,治疗费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
4642,N330300019_00,胸腺移植术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4643,N330300020_00,胸腺细胞移植术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4644,N330300021_01,肾上腺切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4645,N330300021_02,经显微镜肾上腺切除术,治疗费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
4646,N330300021_03,经腹腔镜肾上腺切除术,治疗费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
4647,N330300021_04,经腹腔镜显微镜下肾上腺切除术,治疗费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
4648,N330300022_00,肾上腺嗜铬细胞瘤切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4649,N330300023_00,恶性嗜铬细胞瘤根治术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4650,N330300023_01,异位嗜铬细胞瘤根治术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
4651,N330300024_00,微囊化牛肾上腺嗜铬细胞(BCC)移植术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4652,N330300025_00,肾上腺移植术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4653,N330401001_01,眼睑肿物切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4654,N330401001_02,眼睑肿物切除+植皮术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4655,N330401002_00,眼睑结膜裂伤缝合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4656,N330401003_00,内眦韧带断裂修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4657,N330401004_01,上睑下垂矫正术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4658,N330401004_02,上睑下垂矫正+肌瓣移植术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4659,N330401004_03,提上睑肌缩短术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4660,N330401004_04,提上睑肌缩短+肌瓣移植术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4661,N330401004_05,提上睑肌悬吊术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4662,N330401004_06,提上睑肌悬吊+肌瓣移植术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4663,N330401005_00,睑下垂矫正联合眦整形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4664,N330401006_01,睑退缩矫正术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4665,N330401006_02,睑退缩矫正术+睫毛再造和肌瓣移植术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4666,N330401006_03,睑板再造术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4667,N330401006_04,眼睑缺损整形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
4668,N330401007_00,睑内翻矫正术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4669,N330401008_01,睑外翻矫正术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4670,N330401008_02,睑外翻矫正+植皮术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4671,N330401009_00,睑裂缝合术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4672,N330401010_00,游离植皮睑成形术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4673,N330401011_00,内眦赘皮矫治术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4674,N330401012_00,重睑成形术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4675,N330401013_00,激光重睑整形术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4676,N330401014_00,双行睫矫正术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
4677,N330401015_01,眼袋整形术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
